Index,HPD,WW,Instrumentalist,Composer,Anxiety,Depression,Insomnia,OCD,total_score,JHPD
649,12.0,Yes,Yes,Yes,7.0,10.0,0.0,8.0,14.0,11.950781583821769
650,0.5,No,No,No,10.0,2.0,1.0,10.0,30.0,0.49575893250542513
651,1.0,Yes,No,No,2.0,1.0,2.0,2.0,17.0,1.0287979082138805
652,3.0,Yes,No,No,3.0,10.0,0.0,0.0,18.0,3.0319991197840905
653,12.0,No,No,No,7.0,10.0,2.0,0.0,25.0,11.908703857186845
654,4.0,Yes,Yes,Yes,4.0,2.0,0.0,0.0,5.0,3.9560703151462437
655,3.0,Yes,No,No,4.0,2.0,5.0,3.0,25.0,3.0167176510706373
656,1.0,Yes,No,No,6.0,8.0,7.0,0.0,23.0,0.9044534593093003
657,4.0,No,No,No,8.0,6.0,4.0,0.0,7.0,4.055827882940729
658,2.0,Yes,Yes,Yes,2.0,2.0,0.0,0.0,13.0,1.9233522044065923
659,3.0,Yes,No,No,8.0,7.0,9.0,3.0,19.0,2.9098814004582896
660,3.0,Yes,Yes,No,4.0,3.0,5.0,0.0,6.0,2.9582742546552536
661,1.0,Yes,No,No,6.0,1.0,0.0,4.0,14.0,1.0650823635316118
662,2.0,Yes,No,No,6.0,6.0,3.0,6.0,21.0,2.0204246220471016
663,1.0,Yes,No,No,8.0,7.0,1.0,1.0,18.0,1.042677486419648
664,0.5,Yes,No,No,5.0,3.0,4.0,1.0,4.0,0.4883289632055155
665,2.0,Yes,No,No,6.0,2.0,4.0,3.0,27.0,2.0484243996272293
666,11.0,Yes,Yes,Yes,5.0,6.0,6.0,0.0,12.0,10.919187159302439
667,10.0,Yes,Yes,Yes,6.0,10.0,8.0,1.0,11.0,9.993197372048728
668,5.0,Yes,Yes,No,7.0,3.0,9.0,7.0,21.0,5.005328463371517
669,1.5,Yes,Yes,No,4.0,6.0,0.0,0.0,17.0,1.5574780213969752
670,2.0,Yes,No,No,9.0,4.0,0.0,1.0,13.0,1.9430510259250202
671,3.0,No,No,No,9.0,7.0,7.0,5.0,15.0,2.90917354637396
672,2.0,No,No,Yes,5.0,10.0,2.0,7.0,17.0,1.9577125202894694
673,3.0,Yes,No,No,1.0,0.0,1.0,0.0,25.0,3.051328281316995
674,4.0,No,No,No,8.0,7.0,2.0,6.0,26.0,4.0274711040052
675,1.0,No,No,No,5.0,1.0,4.0,0.0,10.0,0.9816325848597489
676,5.0,Yes,Yes,No,10.0,6.0,0.0,0.0,14.0,5.045770117403304
677,2.0,Yes,No,No,7.0,5.0,5.0,5.0,28.0,1.956909239547957
678,7.0,Yes,No,No,3.0,1.0,0.0,3.0,24.0,6.975321124353135
679,2.0,Yes,No,No,5.0,8.0,7.0,4.0,2.0,2.009100269583358
680,1.0,Yes,No,No,2.0,0.0,0.0,5.0,23.0,1.0345175736556524
681,1.0,No,Yes,No,7.0,0.0,0.0,0.0,10.0,1.0766642289974617
682,4.0,Yes,No,No,8.0,0.0,0.0,2.0,16.0,3.9528115268798003
683,6.0,Yes,No,No,4.0,1.0,1.0,0.0,22.0,6.0044677499255705
684,3.0,Yes,No,No,3.0,8.0,0.0,2.0,7.0,3.019667248586851
685,4.0,Yes,No,No,7.0,0.0,2.0,2.0,24.0,3.9928994339155133
686,4.0,Yes,No,No,10.0,8.0,10.0,0.0,7.0,4.071647572998177
687,1.0,Yes,Yes,Yes,7.0,1.0,1.0,1.0,7.0,1.0134788646357118
688,2.0,Yes,Yes,No,5.0,9.0,1.0,7.0,10.0,2.0397346834997565
689,24.0,Yes,Yes,Yes,0.0,0.0,0.0,0.0,6.0,24.08138739595932
690,5.0,Yes,Yes,Yes,10.0,6.0,3.0,8.0,13.0,5.099146482906156
691,3.0,No,Yes,No,7.0,3.5,3.5,5.5,11.0,2.913845041903952
692,4.0,Yes,Yes,Yes,2.0,0.0,0.0,2.0,28.0,3.958866154515506
693,9.0,Yes,No,No,10.0,10.0,10.0,8.0,10.0,8.99022401490138
694,1.0,Yes,No,No,8.0,9.0,6.0,5.0,22.0,1.0894095215968367
695,1.0,Yes,Yes,No,9.0,7.0,8.0,4.0,0.0,0.9188801673869632
696,2.0,Yes,No,No,6.0,4.0,5.0,0.0,27.0,1.9857177378154933
697,1.5,No,No,No,8.0,5.0,9.0,4.0,19.5,1.5296495087026525
698,2.0,Yes,Yes,No,3.0,7.0,0.0,0.0,4.0,2.01561727745969
699,4.0,Yes,Yes,No,9.0,1.0,0.0,9.0,38.0,4.099393564681171
700,1.0,Yes,Yes,No,8.0,6.0,1.0,4.0,28.0,1.0841104388218044
701,1.0,No,No,No,4.0,1.0,1.0,6.0,28.0,1.0455773415870784
702,3.0,Yes,No,No,6.0,5.0,3.0,1.0,15.0,2.9168251598495303
703,4.0,Yes,Yes,Yes,7.0,8.0,6.0,5.0,26.0,3.9146803187186565
704,8.0,Yes,Yes,Yes,8.0,9.0,5.0,10.0,10.0,7.9205832141099
705,5.0,Yes,No,No,8.0,6.0,7.0,0.0,19.0,4.980676325494704
706,3.0,Yes,No,No,10.0,5.0,2.0,0.0,19.0,3.0002722807733324
707,8.0,Yes,No,No,5.0,2.0,4.0,7.0,12.0,7.931429282531319
708,1.0,No,No,No,9.0,3.0,2.0,0.0,15.0,0.9328483708714421
709,4.0,Yes,Yes,Yes,4.0,6.0,3.0,4.0,26.0,4.005884703001888
710,1.0,No,No,No,9.0,8.0,4.0,0.0,32.0,1.077171902742332
711,2.0,No,No,No,5.0,7.0,10.0,2.0,21.0,1.914913216012424
712,1.0,Yes,Yes,No,8.0,3.0,9.0,2.0,17.0,0.9728171780484567
713,3.0,Yes,No,No,10.0,10.0,6.0,8.0,18.0,2.96189006435674
714,5.0,Yes,No,No,7.0,7.0,5.0,5.0,14.0,4.9597456618648845
715,5.0,Yes,Yes,No,10.0,8.0,1.0,0.0,17.0,5.0517783248834185
716,4.0,Yes,No,No,8.0,6.0,2.0,0.0,21.0,3.961541577203299
717,6.0,Yes,No,No,10.0,7.0,6.0,10.0,24.0,5.952821013687663
718,6.0,Yes,No,No,6.0,6.0,8.0,0.0,22.0,5.998746495154713
719,1.0,Yes,No,No,10.0,10.0,8.0,4.0,34.0,0.9053305730252295
720,18.0,Yes,No,No,9.0,8.0,5.0,10.0,24.0,18.028051688000946
721,1.0,Yes,No,No,0.0,0.0,0.0,0.0,19.0,1.0442704663845255
722,7.0,Yes,Yes,No,7.0,3.0,1.0,2.0,16.0,7.0248814077490485
723,0.5,No,No,No,6.0,2.0,2.0,0.0,33.0,0.5761657279419989
724,2.0,Yes,No,No,7.0,6.0,4.0,6.0,20.0,1.925884700237406
725,2.0,Yes,Yes,No,7.0,6.0,0.0,9.0,32.0,2.0913963888614235
726,1.0,Yes,Yes,No,3.0,2.0,2.0,5.0,32.0,0.9214200282897178
727,6.0,Yes,No,Yes,2.0,2.0,2.0,2.0,0.0,6.021202597794178
728,5.0,Yes,Yes,No,2.0,3.0,2.0,1.0,13.0,5.085651257411707
729,2.0,Yes,No,No,2.0,2.0,2.0,5.0,10.0,1.977776418827327
